cons.conf.idx,cons.price.idx,contact,day_of_week,default,emp.var.rate,euribor3m,housing,loan,marital,month,nr.employed,poutcome,profession,responded,schooling,campaign1,custAge1,pastEmail1,pcontacted_pdays,pContacted_previous
-36.1,93.444,cellular,thu,no,1.4,4.968,yes,no,married,aug,5228.1,nonexistent,technician,no,professional.course,1,39.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.968,no,no,married,jul,5228.1,nonexistent,technician,no,high.school,7+,39.0,no,True,no
-42.7,93.91799999999999,telephone,wed,no,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.4y,1,41.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,2,52.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.958,yes,no,married,jun,5228.1,nonexistent,blue-collar,no,basic.9y,2,42.0,no,True,no
-42.0,93.2,cellular,fri,no,-0.1,4.021,yes,no,married,nov,5195.8,nonexistent,housemaid,no,basic.9y,4,39.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.962,no,no,married,jul,5228.1,nonexistent,services,no,high.school,1,54.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.327,yes,no,married,may,5099.1,nonexistent,self-employed,no,other,1,55.0,no,True,no
-47.1,93.075,cellular,thu,no,-1.8,1.365,yes,no,single,apr,5099.1,success,technician,yes,professional.course,1,36.0,yes,False,yes
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,yes,no,married,may,5099.1,failure,blue-collar,no,other,1,40.0,yes,True,yes
-36.4,93.994,telephone,fri,no,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,basic.9y,2,57.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,no,no,single,may,5099.1,nonexistent,technician,no,professional.course,2,32.0,no,True,no
-47.1,93.075,cellular,wed,no,-1.8,1.405,no,yes,married,apr,5099.1,failure,admin.,yes,high.school,1,42.0,yes,True,yes
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.3130000000000002,yes,no,married,may,5099.1,nonexistent,admin.,no,other,1,58.0,no,True,no
-41.8,94.465,telephone,tue,unknown,1.4,4.864,no,no,married,jun,5228.1,nonexistent,blue-collar,no,other,1,38.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.855,no,yes,married,may,5191.0,nonexistent,admin.,no,high.school,3,45.0,no,True,no
-46.2,92.89299999999999,telephone,fri,no,-1.8,1.25,no,no,married,may,5099.1,failure,entrepreneur,no,professional.course,7+,26.0,yes,True,yes
-36.4,93.994,telephone,unknown,no,1.1,4.857,no,no,single,may,5191.0,nonexistent,blue-collar,no,other,3,33.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.963,yes,no,single,jul,5228.1,nonexistent,admin.,no,university.degree,1,38.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,no,unknown,nov,5195.8,failure,admin.,no,professional.course,1,29.0,yes,True,yes
-36.4,93.994,telephone,thu,no,1.1,4.86,unknown,unknown,single,may,5191.0,nonexistent,technician,no,basic.6y,2,35.0,no,True,no
-33.0,92.713,cellular,mon,no,-3.0,0.7170000000000001,no,no,single,dec,5023.5,nonexistent,technician,no,professional.course,1,36.0,no,True,no
-40.4,93.79799999999999,telephone,mon,no,-0.1,5.0,yes,yes,married,oct,5195.8,nonexistent,technician,no,professional.course,1,42.0,no,True,no
-42.0,93.2,cellular,tue,no,-0.1,4.1530000000000005,no,no,divorced,nov,5195.8,nonexistent,admin.,no,other,1,30.0,no,True,no
-36.1,93.444,cellular,thu,unknown,1.4,4.9639999999999995,yes,no,married,aug,5228.1,nonexistent,services,no,high.school,2,46.0,no,True,no
-42.7,93.91799999999999,telephone,fri,no,1.4,4.959,no,no,single,jul,5228.1,nonexistent,services,no,high.school,2,38.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.966,no,no,single,aug,5228.1,nonexistent,technician,no,professional.course,2,29.0,no,True,no
-46.2,92.89299999999999,cellular,unknown,no,-1.8,1.27,yes,no,single,may,5099.1,failure,student,yes,high.school,3,26.0,yes,True,yes
-42.7,93.91799999999999,cellular,wed,no,1.4,4.962,no,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.4y,1,42.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.865,yes,no,single,jun,5228.1,nonexistent,technician,no,university.degree,4,43.0,no,True,no
-40.8,92.963,cellular,mon,no,-2.9,1.266,yes,no,single,jun,5076.2,nonexistent,admin.,yes,university.degree,1,32.0,no,True,no
-33.6,92.469,telephone,mon,no,-2.9,0.914,yes,no,single,jul,5076.2,nonexistent,admin.,no,university.degree,2,38.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.327,yes,no,single,may,5099.1,nonexistent,blue-collar,no,basic.9y,1,33.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,unknown,unknown,unknown,may,5099.1,nonexistent,blue-collar,no,basic.4y,3,52.0,no,True,no
-41.8,94.465,telephone,fri,unknown,1.4,4.959,yes,no,divorced,jun,5228.1,nonexistent,retired,no,basic.9y,4,45.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.859,yes,no,married,may,5191.0,nonexistent,blue-collar,no,basic.6y,3,52.0,no,True,no
-47.1,93.075,cellular,wed,no,-1.8,1.415,yes,yes,single,apr,5099.1,nonexistent,admin.,no,other,1,32.0,no,True,no
-33.0,92.713,cellular,unknown,no,-3.0,0.7,yes,no,married,dec,5023.5,failure,admin.,no,high.school,3,39.0,yes,True,yes
-36.1,93.444,cellular,thu,no,1.4,4.968,no,no,single,aug,5228.1,nonexistent,admin.,no,other,1,33.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.327,yes,no,married,may,5099.1,nonexistent,blue-collar,no,other,1,42.0,no,True,no
-36.1,93.444,cellular,unknown,no,1.4,4.9639999999999995,no,no,married,aug,5228.1,nonexistent,technician,no,university.degree,2,33.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.865,no,no,married,jun,5228.1,nonexistent,technician,no,university.degree,3,45.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.857,no,no,divorced,may,5191.0,nonexistent,blue-collar,no,basic.4y,1,54.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.968,yes,no,married,jul,5228.1,nonexistent,services,no,other,5,59.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.959,yes,no,married,jun,5228.1,nonexistent,admin.,no,high.school,7+,56.0,no,True,no
-36.4,93.994,telephone,mon,unknown,1.1,4.8580000000000005,no,no,married,may,5191.0,nonexistent,services,no,professional.course,5,51.0,no,True,no
-41.8,94.465,telephone,fri,unknown,1.4,4.959,no,no,married,jun,5228.1,nonexistent,technician,no,other,3,52.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.9639999999999995,yes,yes,married,aug,5228.1,nonexistent,technician,no,other,2,42.0,no,True,no
-36.4,93.994,telephone,fri,unknown,1.1,4.857,yes,no,single,may,5191.0,nonexistent,services,no,basic.6y,5,36.0,no,True,no
-26.9,92.431,cellular,tue,no,-3.4,0.728,yes,no,married,oct,5017.5,nonexistent,unemployed,no,basic.9y,1,55.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.959,no,no,married,jun,5228.1,nonexistent,services,no,other,2,28.0,no,True,no
-39.8,94.055,telephone,thu,no,-1.7,0.742,yes,no,married,jun,4991.6,failure,admin.,no,university.degree,1,39.0,yes,True,yes
-42.0,93.2,cellular,mon,no,-0.1,4.191,no,no,married,nov,5195.8,nonexistent,admin.,no,university.degree,2,30.0,no,True,no
-47.1,93.075,cellular,unknown,no,-1.8,1.405,no,no,single,apr,5099.1,nonexistent,blue-collar,no,basic.6y,4,32.0,no,True,no
-26.9,92.431,cellular,thu,no,-3.4,0.74,no,no,single,oct,5017.5,failure,technician,no,professional.course,1,33.0,yes,True,yes
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,yes,single,nov,5195.8,nonexistent,admin.,no,university.degree,4,44.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,no,no,single,may,5099.1,nonexistent,services,no,high.school,1,37.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,no,divorced,may,5191.0,nonexistent,admin.,no,other,3,45.0,no,True,no
-31.4,92.20100000000001,cellular,tue,no,-2.9,0.838,yes,no,married,aug,5076.2,nonexistent,technician,no,professional.course,2,54.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,blue-collar,no,basic.6y,4,49.0,no,True,no
-37.5,94.199,cellular,tue,no,-1.1,0.8809999999999999,yes,no,single,sep,4963.6,nonexistent,admin.,yes,university.degree,1,33.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.8660000000000005,no,no,married,jun,5228.1,nonexistent,services,no,high.school,1,34.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.962,yes,no,married,aug,5228.1,nonexistent,services,no,basic.9y,2,49.0,no,True,no
-41.8,94.465,telephone,unknown,unknown,1.4,4.961,yes,no,single,jun,5228.1,nonexistent,admin.,no,university.degree,3,49.0,no,True,no
-33.0,92.713,cellular,wed,no,-3.0,0.715,no,no,married,dec,5023.5,success,services,yes,university.degree,1,42.0,yes,False,yes
-47.1,93.075,cellular,thu,no,-1.8,1.365,yes,yes,single,apr,5099.1,nonexistent,admin.,yes,university.degree,2,38.0,no,True,no
-31.4,92.20100000000001,cellular,tue,no,-2.9,0.883,yes,no,married,aug,5076.2,failure,technician,no,other,1,49.0,yes,True,yes
-41.8,94.465,telephone,tue,unknown,1.4,4.961,no,yes,married,jun,5228.1,nonexistent,blue-collar,no,basic.4y,2,45.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,no,no,married,may,5099.1,success,blue-collar,no,basic.4y,2,46.0,yes,False,yes
-36.4,93.994,telephone,fri,no,1.1,4.864,yes,no,single,may,5191.0,nonexistent,technician,no,professional.course,1,25.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,admin.,no,other,7+,26.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.968,unknown,unknown,single,aug,5228.1,nonexistent,admin.,no,other,1,33.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.865,no,no,married,jun,5228.1,nonexistent,unemployed,no,basic.9y,2,58.0,no,True,no
-31.4,92.20100000000001,telephone,tue,no,-2.9,0.883,yes,yes,single,aug,5076.2,nonexistent,admin.,no,university.degree,2,31.0,no,True,no
-33.6,92.469,cellular,wed,no,-2.9,0.9790000000000001,no,no,divorced,jul,5076.2,failure,management,no,other,7+,51.0,yes,True,yes
-39.8,94.055,cellular,thu,no,-1.7,0.7290000000000001,yes,yes,married,jun,4991.6,nonexistent,blue-collar,yes,other,1,42.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.8580000000000005,no,no,married,may,5191.0,nonexistent,management,no,basic.9y,7+,57.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.859,yes,no,married,may,5191.0,nonexistent,services,no,professional.course,1,42.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.264,yes,no,married,may,5099.1,failure,unemployed,no,basic.9y,1,46.0,no,True,yes
-36.1,93.444,cellular,tue,no,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,blue-collar,no,basic.4y,1,50.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.859,no,no,divorced,may,5191.0,nonexistent,admin.,no,university.degree,2,45.0,no,True,no
-36.1,93.444,cellular,fri,unknown,1.4,4.966,yes,no,married,aug,5228.1,nonexistent,entrepreneur,yes,professional.course,4,50.0,no,True,no
-40.3,94.215,cellular,tue,no,-1.7,0.893,yes,yes,married,jul,4991.6,success,admin.,no,other,2,52.0,yes,False,yes
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,management,no,other,2,46.0,no,True,no
-36.1,93.444,cellular,thu,unknown,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,retired,no,basic.4y,1,56.0,no,True,no
-36.1,93.444,telephone,mon,unknown,1.4,4.963,no,no,married,aug,5228.1,nonexistent,admin.,no,university.degree,1,42.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.865,no,no,married,jun,5228.1,nonexistent,blue-collar,no,basic.9y,3,58.0,no,True,no
-47.1,93.075,cellular,mon,no,-1.8,1.405,yes,no,divorced,apr,5099.1,nonexistent,blue-collar,no,basic.6y,1,36.0,no,True,no
-36.1,93.444,cellular,thu,unknown,1.4,4.968,yes,no,married,aug,5228.1,nonexistent,admin.,no,other,4,42.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.855,no,no,married,may,5191.0,nonexistent,technician,no,university.degree,2,30.0,no,True,no
-42.7,93.91799999999999,telephone,thu,no,1.4,4.963,yes,no,married,jul,5228.1,nonexistent,self-employed,no,university.degree,7+,42.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.3130000000000002,yes,yes,married,may,5099.1,nonexistent,admin.,no,other,1,35.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,yes,no,married,aug,5228.1,nonexistent,management,no,university.degree,1,42.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.963,yes,no,married,jul,5228.1,nonexistent,entrepreneur,no,other,2,48.0,no,True,no
-41.8,94.465,telephone,mon,unknown,1.4,4.961,no,no,married,jun,5228.1,nonexistent,self-employed,no,university.degree,7+,42.0,no,True,no
-36.4,93.994,telephone,fri,unknown,1.1,4.857,yes,no,married,may,5191.0,nonexistent,housemaid,no,basic.6y,2,38.0,no,True,no
-40.0,93.876,cellular,thu,no,-1.8,0.6990000000000001,no,no,married,may,5008.7,success,admin.,yes,other,3,61.0,no,False,yes
-42.7,93.91799999999999,cellular,mon,unknown,1.4,4.96,yes,no,single,jul,5228.1,nonexistent,blue-collar,no,other,7+,36.0,no,True,no
-34.6,93.749,cellular,mon,no,-1.8,0.642,yes,no,single,apr,5008.7,success,housemaid,no,professional.course,1,58.0,no,False,yes
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,no,single,aug,5228.1,nonexistent,admin.,no,university.degree,1,33.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.962,no,no,married,jun,5228.1,nonexistent,blue-collar,no,professional.course,3,29.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.856,no,no,married,may,5191.0,nonexistent,admin.,no,other,2,31.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,yes,no,single,jul,5228.1,nonexistent,admin.,no,other,1,33.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.962,no,no,single,jul,5228.1,nonexistent,blue-collar,no,other,3,35.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.96,yes,yes,married,jul,5228.1,nonexistent,services,yes,other,1,43.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.958,no,no,married,jun,5228.1,nonexistent,admin.,no,other,1,42.0,no,True,no
-46.2,92.89299999999999,telephone,thu,no,-1.8,1.266,no,no,single,may,5099.1,nonexistent,technician,no,other,2,22.0,no,True,no
-36.1,93.444,cellular,mon,unknown,1.4,4.965,yes,no,married,aug,5228.1,nonexistent,blue-collar,no,basic.9y,2,42.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,yes,no,single,may,5099.1,success,technician,yes,basic.9y,1,31.0,yes,False,yes
-36.4,93.994,telephone,thu,unknown,1.1,4.86,no,yes,married,may,5191.0,nonexistent,admin.,no,basic.9y,2,42.0,no,True,no
-36.1,93.444,cellular,mon,no,1.4,4.965,yes,no,married,aug,5228.1,nonexistent,housemaid,no,basic.6y,5,30.0,no,True,no
-36.1,93.444,cellular,mon,no,1.4,4.97,yes,no,married,aug,5228.1,nonexistent,admin.,no,basic.6y,1,56.0,no,True,no
-41.8,94.465,telephone,tue,no,1.4,4.864,no,no,married,jun,5228.1,nonexistent,housemaid,no,basic.9y,2,42.0,no,True,no
-26.9,92.431,cellular,mon,no,-3.4,0.7390000000000001,no,no,married,oct,5017.5,failure,blue-collar,no,other,1,41.0,no,True,yes
-36.4,93.994,telephone,unknown,no,1.1,4.86,no,no,married,may,5191.0,nonexistent,admin.,no,other,1,42.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,yes,no,single,aug,5228.1,nonexistent,technician,no,high.school,3,41.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,no,married,aug,5228.1,nonexistent,retired,no,other,1,59.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.958,no,no,married,jun,5228.1,nonexistent,technician,no,professional.course,1,42.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,admin.,no,high.school,7+,33.0,no,True,no
-37.5,94.199,cellular,thu,no,-1.1,0.879,yes,yes,married,sep,4963.6,failure,technician,yes,other,1,33.0,yes,False,yes
-36.1,93.444,cellular,unknown,no,1.4,4.963,no,no,married,aug,5228.1,nonexistent,technician,no,professional.course,1,31.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.9y,7+,33.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.968,no,yes,divorced,jul,5228.1,nonexistent,admin.,no,high.school,3,33.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,yes,no,divorced,jul,5228.1,nonexistent,blue-collar,no,other,1,45.0,no,True,no
-36.4,93.994,telephone,wed,unknown,1.1,4.857,unknown,unknown,married,may,5191.0,nonexistent,unemployed,no,university.degree,2,37.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.244,no,no,divorced,may,5099.1,failure,technician,no,high.school,1,31.0,yes,True,yes
-36.1,93.444,cellular,mon,no,1.4,4.965,no,no,married,aug,5228.1,nonexistent,housemaid,no,basic.4y,1,50.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.957,yes,no,single,jul,5228.1,nonexistent,blue-collar,no,other,1,26.0,no,True,no
-36.1,93.444,cellular,mon,no,1.4,4.97,yes,no,married,aug,5228.1,nonexistent,blue-collar,no,other,1,52.0,no,True,no
-40.3,94.215,cellular,mon,no,-1.7,0.889,yes,no,single,jul,4991.6,failure,admin.,no,other,2,29.0,yes,True,yes
-41.8,94.465,telephone,fri,no,1.4,4.967,no,no,married,jun,5228.1,nonexistent,blue-collar,no,other,2,46.0,no,True,no
-42.0,93.2,telephone,wed,unknown,-0.1,4.12,yes,yes,divorced,nov,5195.8,nonexistent,housemaid,no,basic.4y,2,45.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.9y,1,27.0,no,True,no
-26.9,92.431,cellular,thu,no,-3.4,0.741,no,no,married,oct,5017.5,nonexistent,technician,no,professional.course,2,41.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,no,no,divorced,jul,5228.1,nonexistent,management,no,university.degree,5,45.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,admin.,no,university.degree,1,53.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,yes,no,single,jul,5228.1,nonexistent,blue-collar,no,other,2,33.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.859,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,2,42.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.959,no,no,single,jun,5228.1,nonexistent,technician,no,other,1,33.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.96,yes,no,married,jul,5228.1,nonexistent,admin.,no,university.degree,1,42.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,yes,yes,single,aug,5228.1,nonexistent,admin.,no,other,3,29.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.957,no,no,married,jul,5228.1,nonexistent,blue-collar,yes,basic.9y,1,42.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,married,may,5191.0,nonexistent,technician,no,professional.course,2,42.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.344,no,no,married,may,5099.1,nonexistent,blue-collar,yes,other,3,37.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,services,no,other,3,42.0,no,True,no
-49.5,94.601,cellular,mon,no,-1.1,1.032,unknown,unknown,married,oct,4963.6,failure,management,no,university.degree,2,46.0,yes,False,yes
-46.2,92.89299999999999,cellular,unknown,no,-1.8,1.266,yes,no,married,may,5099.1,failure,self-employed,no,other,1,42.0,yes,True,yes
-36.1,93.444,cellular,wed,unknown,1.4,4.965,yes,no,married,aug,5228.1,nonexistent,admin.,no,university.degree,2,56.0,no,True,no
-36.4,93.994,telephone,thu,no,1.1,4.86,no,no,married,may,5191.0,nonexistent,blue-collar,no,professional.course,3,42.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,yes,single,may,5191.0,nonexistent,blue-collar,no,other,1,33.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.864,no,no,married,jun,5228.1,nonexistent,services,no,high.school,2,32.0,no,True,no
-33.6,92.469,cellular,thu,no,-2.9,1.072,no,no,single,jul,5076.2,nonexistent,technician,no,university.degree,1,43.0,no,True,no
-41.8,94.465,telephone,unknown,unknown,1.4,4.864,no,no,married,jun,5228.1,nonexistent,blue-collar,no,other,2,41.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,admin.,no,other,1,40.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.856,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,7+,44.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.244,yes,no,married,may,5099.1,nonexistent,blue-collar,no,other,1,42.0,no,True,no
-49.5,94.601,telephone,tue,no,-1.1,1.008,yes,no,divorced,oct,4963.6,success,entrepreneur,yes,university.degree,7+,50.0,yes,False,yes
-40.3,94.215,cellular,mon,no,-1.7,0.8270000000000001,no,no,married,jul,4991.6,nonexistent,technician,no,other,1,42.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.244,yes,no,single,may,5099.1,nonexistent,admin.,no,university.degree,5,38.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.966,yes,no,married,aug,5228.1,nonexistent,self-employed,no,other,1,42.0,no,True,no
-31.4,92.20100000000001,cellular,fri,no,-2.9,0.8490000000000001,no,no,married,aug,5076.2,failure,retired,no,university.degree,1,64.0,no,True,yes
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,no,married,nov,5195.8,nonexistent,technician,no,university.degree,1,38.0,no,True,no
-31.4,92.20100000000001,cellular,fri,no,-2.9,0.8690000000000001,no,no,married,aug,5076.2,nonexistent,retired,yes,other,4,62.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.962,yes,no,single,jul,5228.1,nonexistent,admin.,no,university.degree,2,28.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.857,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.9y,1,44.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.967,no,yes,married,aug,5228.1,nonexistent,management,no,other,2,29.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,admin.,no,university.degree,2,45.0,no,True,no
-42.0,93.2,cellular,wed,no,-0.1,4.12,yes,no,married,nov,5195.8,nonexistent,blue-collar,no,basic.4y,2,30.0,no,True,no
-36.1,93.444,cellular,fri,no,1.4,4.9639999999999995,no,no,divorced,aug,5228.1,nonexistent,technician,no,professional.course,1,55.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,no,yes,married,jul,5228.1,nonexistent,blue-collar,yes,basic.9y,1,42.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.281,yes,yes,single,may,5099.1,nonexistent,blue-collar,no,basic.4y,4,32.0,no,True,no
-42.7,93.91799999999999,cellular,wed,unknown,1.4,4.963,yes,no,married,jul,5228.1,nonexistent,housemaid,no,basic.6y,3,42.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.967,yes,yes,married,aug,5228.1,nonexistent,management,no,university.degree,2,47.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.962,no,no,divorced,jul,5228.1,nonexistent,services,no,high.school,3,45.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.961,no,yes,married,jun,5228.1,nonexistent,housemaid,no,other,1,59.0,no,True,no
-26.9,92.431,cellular,tue,no,-3.4,0.737,yes,no,married,oct,5017.5,nonexistent,technician,yes,professional.course,1,30.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,no,yes,married,may,5099.1,nonexistent,blue-collar,no,other,1,34.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.859,no,no,divorced,may,5191.0,nonexistent,technician,no,professional.course,1,34.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.856,yes,no,married,may,5191.0,nonexistent,technician,no,professional.course,1,41.0,no,True,no
-42.7,93.91799999999999,telephone,wed,unknown,1.4,4.963,no,no,single,jul,5228.1,nonexistent,entrepreneur,yes,other,1,55.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.4y,1,32.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,entrepreneur,no,basic.6y,1,42.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,yes,no,married,aug,5228.1,nonexistent,services,no,other,3,57.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.6y,2,43.0,no,True,no
-42.7,93.91799999999999,telephone,fri,no,1.4,4.959,no,no,married,jul,5228.1,nonexistent,entrepreneur,no,basic.4y,1,41.0,no,True,no
-38.3,94.027,cellular,tue,no,-1.7,0.899,no,no,single,aug,4991.6,nonexistent,admin.,no,university.degree,3,31.0,no,True,no
-36.4,93.994,telephone,mon,unknown,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,basic.6y,3,39.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,no,no,married,jul,5228.1,nonexistent,admin.,no,high.school,5,43.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.291,yes,no,divorced,may,5099.1,nonexistent,technician,no,university.degree,1,35.0,no,True,no
-46.2,92.89299999999999,telephone,fri,unknown,-1.8,1.3130000000000002,unknown,unknown,married,may,5099.1,nonexistent,blue-collar,no,basic.9y,4,39.0,no,True,no
-47.1,93.075,cellular,wed,unknown,-1.8,1.4980000000000002,yes,no,married,apr,5099.1,nonexistent,self-employed,no,other,2,43.0,no,True,no
-41.8,94.465,telephone,unknown,unknown,1.4,4.959,no,no,married,jun,5228.1,nonexistent,blue-collar,no,basic.9y,5,42.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.96,unknown,unknown,divorced,jul,5228.1,nonexistent,services,no,high.school,1,45.0,no,True,no
